# {"t_start": 1591861162.7128847, "env_id": "Humanoid-v2"} 
r,l,t
225.363006,44,112.367194
242.635713,45,112.505595
381.188536,72,112.717299
295.570342,58,112.88519
379.762548,77,113.138566
344.337022,68,113.35449
223.350592,46,113.491385
210.712559,47,113.633945
124.990452,29,113.718363
233.2151,48,113.86065
162.833616,33,113.957644
132.785296,26,114.035631
266.344104,54,114.189614
194.454519,38,114.30689
359.517746,65,114.501725
175.025132,38,114.625099
312.64891,64,114.825772
208.387079,43,114.942093
195.721631,42,115.064139
189.400933,37,115.171769
626.309891,117,115.518085
235.807596,50,115.66408
309.788696,58,115.833586
368.614425,79,117.906589
255.922942,48,118.043583
452.186509,87,118.287151
348.53491,64,118.475989
207.917445,48,118.619354
340.124682,65,118.814792
426.813396,80,119.050159
338.973551,72,119.256125
206.014262,42,119.379323
283.750359,56,119.547328
223.860089,45,119.689609
162.493531,35,119.798789
257.144431,54,119.966588
121.781193,24,120.04406
345.272377,69,120.241013
142.011638,30,120.329609
326.982961,61,120.506392
160.338757,33,120.598302
328.489784,72,120.819006
261.302953,51,120.982426
226.408601,44,121.110239
247.54792,47,121.245704
244.202216,49,121.386226
231.840685,46,121.520292
409.910265,81,121.763392
183.500002,37,121.866426
195.967768,42,121.996342
323.082514,61,122.178619
457.708043,92,122.449005
233.324079,48,122.584256
120.690835,24,122.658265
317.030603,60,122.842101
282.983985,60,123.018423
221.845522,43,123.145958
432.842425,84,123.40133
239.197896,47,123.536937
261.230592,54,123.689886
223.955808,47,123.828338
257.000602,50,125.681677
304.751381,57,125.848148
222.085989,44,125.97785
249.636775,52,126.128797
256.860999,51,126.275179
267.459123,54,126.437236
328.704269,68,126.646991
253.50756,48,126.788421
332.603632,74,127.018654
350.683806,74,127.253184
198.3997,38,127.372077
171.140017,33,127.478716
260.601262,52,127.622619
223.495572,47,127.768983
397.232121,83,128.033095
288.712648,59,128.208534
358.812867,68,128.415415
193.308232,42,128.538237
331.861525,66,128.742724
212.108435,40,128.857651
430.352979,78,129.099882
350.640362,67,129.301585
263.753474,54,129.461989
116.073436,23,129.527246
388.369522,83,129.773965
340.933907,68,129.977084
316.24377,59,130.152953
327.998534,61,130.346801
329.397315,60,130.513384
309.115597,59,130.689519
191.8788,41,130.814463
268.44627,54,130.978597
215.779223,44,131.101012
358.455724,67,131.302516
169.629204,35,131.401239
318.134713,59,131.578701
124.172349,26,131.661095
410.433453,76,133.550959
298.283943,57,133.726984
271.505905,54,133.879819
228.681685,53,134.027466
421.742721,77,134.246694
306.320477,55,134.402072
267.250726,50,134.544329
170.332124,33,134.636615
276.738119,55,134.807735
443.230532,83,135.056513
367.019751,73,135.283369
397.590496,83,135.545547
266.869185,51,135.699296
222.188117,43,135.820166
318.117021,67,136.020496
277.636192,56,136.199456
256.868214,52,136.359399
288.66401,62,136.543023
171.614035,38,136.659452
419.516484,78,136.897246
347.545533,64,137.086523
512.215561,105,137.410912
404.342152,79,137.6302
360.893007,75,137.851706
226.715906,47,137.996275
251.828885,51,138.154033
185.965654,37,138.25596
256.103849,47,138.386382
406.826782,78,138.614538
184.837906,40,138.733526
224.636402,44,138.867603
269.755577,58,139.046918
335.824828,68,139.255752
300.056121,56,139.419096
379.269839,71,141.305623
